ID,名称,别名,性味,归经,功效,主治,entity,摘自
664500,香叶根,missing,温、辛,肝、胃,温中、行气,"['胃脘疼痛', '消化不良']",疼痛 消化不良,中华本草
664600,香叶,香艾,温、辛,肝、肺,祛风、止痛、除湿、行气、杀虫,"['风湿痹痛', '疝气', '阴囊湿疹', '疥癣']",寒湿 疝气 急性湿疹,中华本草
664700,香血藤,红血藤、淀淀藤、过山龙,温、辛, ,祛风、止痛、除湿、活血,['风湿性关节炎'],寒湿,中华本草
664800,香雪兰,小菖兰、小红蒜、菖蒲兰, , ,清热、凉血、止血、解毒,"['血热衄血', '吐血', '便血', '崩漏', '痢疾', '疮肿', '外伤出血', '蛇伤']",血热 衄血 吐血不止 大便后下血 崩中漏下 痢不止 疮疥 出血,中华本草
664900,香唐松草,马尾黄连、土黄连、马尾连,寒、苦, ,清热、燥湿、解毒,"['湿热痢疾', '黄疸', '目赤肿痛', '痈肿疮疖', '风湿势痹']",湿热 痢不止 黄疸 眼赤 肿痛 痈 疖 寒湿,中华本草
665000,香石藤叶,missing,平、苦, ,收敛、止血,['外伤出血'],出血,中华本草
665100,香石藤果,missing,温、咸、酸, ,补益,"['失眠梦多', '健忘']",不睡 多忘,中华本草
665200,香石藤,小密细藤、满山香,温、苦、涩, ,止痛、消肿、活血、祛瘀,"['跌打损伤', '骨折', '风湿腰痛']",跌打损伤 寒湿 腰痛,中华本草
665300,香薷,香菜、香茅、香绒、石香茅、石香薷、香茸、紫花香茅、蜜蜂草、香薷、细叶香薷、小香薷、小叶香薷、香草、满山香、青香薷、香茹草、土香薷、土香草、石艾、七星剑,温、辛,肺、胃,和中、消肿、发汗、解暑、行水、结湿,"['夏月外感风寒', '内伤于湿', '恶寒发热', '头痛无汗', '脘腹疼痛', '呕吐腹泻', '小便不利', '水肿']",寒邪 七情内伤 阴寒 遍身壮热 头痛 无汗 腹疼 干呕 腹泻 大小便不通 水肿,中华本草
665400,香秋海棠,铁米,寒、苦, ,清热、消肿、健胃、解毒、散瘀、消食,"['咽喉肿痛', '疮疖', '疥癫', '跌打肿痛', '食滞']",咽喉肿痛 疖 跌仆 食滞,中华本草
665500,香木菌桂,杜谷树、刺格、猫儿刺、粘（米离）,凉、苦, ,消疮、强腰、肝肾、补肝、补肝肾、消疮毒、强腰膝,"['腰膝无力', '痈肿疔毒', '百日咳']",腰腿无力 痈 疔毒,中华本草
665600,香茅花,茅香花、茆香花,温、苦、甘, ,和胃、温中,"['心腹冷痛', '恶心呕吐']",心腹多痛 恶心 干呕,中华本草
665700,香茅,茅香、香麻、大风茅、柠檬茅、茅草茶、姜巴茅、姜草、香巴茅、香茅草、风茅草,温、甘、辛, ,祛风、止痛、温中、止泻、通络,"['感冒头身疼痛', '风寒湿痹', '脘腹冷痛', '泄泻', '跌打损伤']",感冒 头痛 身疼 寒邪 湿痹 脘腹冷痛 痢不止 跌打损伤,中华本草
665800,香毛草,香草仔、小香草,平、甘、辛, ,止痛、止咳、止血、散瘀,"['咳嗽', '咳血', '吐血', '衄血', '崩漏下血', '风湿痹痛', '骨折']",咳嗽 咳血 吐血不止 衄血 崩中漏下 寒湿,中华本草
665900,香蓼,水毛蓼、红杆蓼,平、辛, ,理气、除湿、健胃、消食,"['胃气痛', '消化不良', '小儿疳积', '风湿疼痛']",胃气痛 消化不良 小儿疳 寒湿 疼痛,中华本草
666000,香堇菜,missing,凉、苦、辛, ,清热、止咳、祛痰、止泻、镇静、疏风,"['伤风咳嗽', '百日咳', '癔病', '失眠', '腹泻', '痢疾']",感冒 咳嗽 不睡 腹泻 痢不止,中华本草
666100,香蕉弄蝶,芭蕉卷叶蛾、蕉包虫,寒、苦,肝、胆,止痛、清热、消肿、解毒,['聤耳'],,中华本草
666200,香蕉根,甘蕉根、大蕉根,寒、甘,胃,清热、凉血、解毒,"['热病烦渴', '血淋', '痈肿']",热病 烦渴 淋证 痈,中华本草
666300,香胶木叶,missing,平、辛, ,止血、祛瘀,"['跌打损伤', '外伤出血']",跌打损伤 出血,中华本草
666400,香胶木根皮,missing,平、淡, ,消肿、活血、止血,"['跌打损伤', '疮疡肿痛', '外伤出血']",跌打损伤 疮疥 肿痛 出血,中华本草
666500,香胶木,茶胶树、刨花、茶胶木、胶木、牛耳胶、瓢花木、老人木、毛樟,平、苦、辛,肺,止痛、消肿、活血、解毒,"['跌打伤痛', '坐骨神经痛，胃痛，疮疖肿毒']",跌仆 经前腹痛 疖 肿毒,中华本草
666600,香槐,山荆、香近豆、四季豆,温、辛,肝,祛风、止痛,['关节疼痛'],关节疼,中华本草
666700,香果树,大猫舌、紫油厚朴、叶上花、小冬瓜,温、甘、辛,胃,和胃、降逆、止呕、湿中,"['反胃', '呕吐', '呃逆']",反胃 干呕 干呕,中华本草
666800,香桂皮,missing,温、辛,肝、脾、胃,止痛、温中、理气、通脉、活血、散寒,"['胃寒疼痛', '胸满腹痛', '呕吐泄泻', '疝气疼痛', '跌打损伤', '风湿痹痛', '血痢肠风']",疼痛 胸满 肚腹痛 干呕 痢不止 疝气 跌打损伤 寒湿 血痢 肠风,中华本草
666900,香菇,香蕈、合蕈、台蕈、台菌、雷惊蕈、戴沙、石蕈、椎蕈、香信、冬菇、菊花菇、香纹,平、甘、毒,肝、胃,祛风、健脾、补虚、理气、抗癌、扶正、解毒、开胃、化痰、透疹,"['正气衰弱', '神倦乏力', '纳呆', '消化不良', '贫血', '佝偻病', '高血压', '高脂血症', '慢性肝炎', '盗汗', '小便不禁', '水肿', '麻疹透发不畅', '荨麻疹', '毒菇中毒', '肿瘤']",多倦 多倦 消化不良 血症 盗汗 大小便不通 水肿 丹疹 不畅,中华本草
667000,香构,藤构、娃娃皮、野棉皮、 黄构皮,平、甘,肺,消热、止咳、解毒、化痰,"['咳喘', '百日咳', '痈肿疮毒', '风火牙痛']",咳喘 痈 风疮 齿痛,中华本草
667100,香根芹根,missing, , ,健脾、养肝、明目、消食,"['消化不良', '夜盲症']",消化不良,中华本草
667200,香槁树,跌打王、香胶树,凉、苦、甘, ,止痛、散瘀、消炎,"['跌打损伤', '瘀肿疼痛', '口腔炎', '扁桃体炎']",跌打损伤 疼痛,中华本草
667300,香港四照花果,missing,温、苦、甘, ,驱蛔,['蛔虫病'],蛔虫,中华本草
667400,香附,雀头香、莎草根、香附子、雷公头、香附米、三棱草根、苦羌头,寒、辛、毒,肝、肺、脾、胃、三焦,止痛、理气、调经、安胎、解郁,"['胁肋胀痛', '乳房胀育', '疝气疼痛', '月经不调', '脘腹痞满疼痛', '嗳气吞酸，呕恶', '经行腹痛', '崩漏带下', '胎动不安']",两胁胀痛 疝气 疼痛 月经不调 嗳气 吞酸 干呕 经前腹痛 崩中漏下 带下 动胎,中华本草
667500,香榧草,须须草,平、咸, ,凉血、止血,"['咳血', '吐血']",咳血 吐血不止,中华本草
667600,香豆蔻,嘎哥拉、尼泊尔豆蔻,温、辛,肝、肺、胃、大肠,散寒、健胃、行气、消食,"['脘腹胀痛', '食积不化', '肺寒咳嗽']",腹内痛 食积 肺寒 咳嗽,中华本草
667700,香椿子,椿树子、香椿铃、香铃子,温、苦、辛,肝、肺,祛风、止痛、散寒,"['外感风寒', '风湿痹痛', '胃痛', '疝气痛', '痢疾']",寒邪 寒湿 疝气 痢不止,中华本草
667800,香茶菜根,盘龙七根,凉、苦、甘, ,止痛、清热、解毒、祛瘀,"['毒蛇咬伤', '疮疖肿毒', '筋骨酸痛', '跌打损伤', '烫火伤']",疖 肿毒 骨疼 跌打损伤,中华本草
667900,香茶菜,蛇总管、山薄荷、蛇通管、小叶蛇总管、母猪花头、盘龙七,凉、苦、辛,肝、肾,清热、消肿、活血、解毒、利湿、散瘀,"['湿热黄疸', '淋证', '水肿', '咽喉肿痛', '关节痹痛', '闭经', '乳痈', '痔疮', '发背', '跌打损伤', '毒蛇咬伤']",黄疸 淋证 水肿 咽喉肿痛 月经不通 乳痈 痔疮 痈疽发背 跌打损伤,中华本草
668000,香柏,missing,苦, ,清热、止血、利湿、散瘀,"['痢疾', '肠风便血', '水肿', '风湿痹痛', '麻风病']",痢不止 肠风 大便后下血 水肿 寒湿 中风,中华本草
668100,香艾,山风,温、苦、辛, ,祛风、除湿、止血、止痒,"['风寒湿痹', '关节疼痛', '风疹', '湿疹', '皮肤瘙痒', '外伤出血']",寒邪 湿痹 关节疼 风疹 急性湿疹 皮肤瘙痒 出血,中华本草
668200,香阿魏,类阿魏,温、辛, ,止痛、散寒、消积、健胃,"['食积', '消化不良', '脘胁冷痛', '风湿关节痛']",食积 消化不良 冷痛 寒湿,中华本草
668300,相思子根,missing,凉、甘,肺、膀胱、胆,清热、解毒、利尿、热解毒,['咽喉肿痛，支气管炎，黄疸，肝炎'],咽喉肿痛 黄疸,中华本草
668400,相思子,红豆、云南豆子、郎君子、红漆豆、相思豆、鸡母珠、难丹真珠、八重山珊瑚、美人豆、观音子、鬼眼子、鸳鸯豆、土甘草豆、郎君豆、黑头小鸡,平、苦、辛、毒,肺、心,清热、解毒、杀虫、怯痰、热解毒,['痛疮，腮腺炎，疥癣，风湿骨痛'],寒湿 骨疼,中华本草
668500,相思藤,土甘草、相思子藤、山甘草,凉、甘、毒,肝、肺、脾,清热、解毒、利尿、热解毒,['感冒，咽喉肿痛，肺热咳嗽，乳痈，疮疖，肝炎'],感冒 咽喉肿痛 气怒肺热 咳嗽 乳痈 疖,中华本草
668600,显子草,岩高梁,平、涩、甘, ,健脾、补虚、调经、活血,"['病后体虚', '经闭']",肌体羸瘦 月经不通,中华本草
668700,显脉罗伞,三叶莲,温、苦、甘, ,祛风、通经、壮阳、通经络、祛风湿,"['风湿痹痛', '跌打损伤', '阳痿']",寒湿 跌打损伤,中华本草
668800,咸虾花,大叶咸虾花、狗仔菜、鲫鱼草、狗仔花、万重花、牛鞭子草、晴蜓饭、蜂仔草,平、苦、辛, ,清热、清风、消肿、解毒、利湿、散瘀,"['感冒发热', '疟疾', '关痛', '高血压', '泄泻', '痢疾', '风湿痹痛', '湿疹', '荨麻诊', '疮疖', '乳腺炎', '颈淋巴结核', '跌打损伤']",感冒 遍身壮热 疟 痢不止 痢不止 寒湿 急性湿疹 疖 淋 跌打损伤,中华本草
668900,咸酸蔃,丧间、入地龙、酸味蔃、水林果、枪子果、蓑衣果、早禾藤、牛皮蕊、牛尾藤、小种南藤、羊公板仔、碎米果、黑头果,平、辛、酸, ,清热、调经、消肿、活血、解毒、利湿,"['闭经', '痢疾', '腹泻', '小儿头疮', '皮肤瘙痒', '跌打损伤', '外伤出血', '毒蛇咬伤']",月经不通 痢不止 腹泻 皮肤瘙痒 跌打损伤 出血,中华本草
669000,咸秋石,missing,寒、咸、毒,肺、肾、心,滋阴、降火、清心、涩精,"['骨蒸劳热', '虚劳咳嗽', '遗精', '赤白带下', '暑热心烦', '口疮', '咽喉肿痛']",肌骨蒸热 虚劳 咳嗽 赤白带下 心神多躁 口烂 咽喉肿痛,中华本草
669100,狭叶竹节参,竹根七、野三七、鸡头七、土三七、藏三七、三七、扣子七、竹节三七、峨三七、峨眉三七、芋儿七、白三七、明七、竹根七、萝卜参、大竹根七,温、苦、甘, ,消肿、活血、止血、定痛、解毒、散瘀,"['咯血', '吐血', '衄血', '尿血', '便血', '崩漏', '产后出血过多', '瘀血腹痛', '经闭', '跌打瘀肿', '外伤出血', '疮疡肿毒', '蛇伤']",咯血 吐血不止 衄血 小便尿血 大便后下血 崩中漏下 产后 出血 瘀血 肚腹痛 月经不通 跌仆 疮疥 肿毒,中华本草
669200,狭叶香茶菜,missing, , ,和中、活血、健胃、通络,"['消化不良', '克山病拘挛疼痛', '肿瘤']",消化不良 拘挛 疼痛,中华本草
669300,狭叶瓦韦,missing,凉、苦,肝、膀胱,止痛、调经、消肿、通淋、活血、利尿,"['热淋', '石淋', '跌打损伤', '月经不调']",热淋 跌打损伤 月经不调,中华本草
669400,狭叶桃叶珊瑚,五爪金龙,平、辛, ,壮骨、止痛、强筋、活血,"['劳伤腰痛', '筋骨酸软', '跌打瘀肿', '骨折']",冲任不固 腰痛 跌仆,中华本草
669500,狭叶露珠草,missing,凉、苦, ,清热、化瘀、止血、解毒,"['疔疮', '无名肿毒', '刀伤出血', '疥癣']",疔疮 无名肿毒 出血,中华本草
669600,狭叶海金沙,missing,凉、苦、甘,膀胱,清热、利湿,"['泌尿系感染', '泌尿系结石', '烫火伤']",,中华本草
669700,狭叶当归,水大活,温、辛, ,祛风、止痛、除湿、消肿,"['风寒感冒', '头痛鼻塞', '鼻渊', '牙龈肿痛', '疮肿', '带下']",寒邪 感冒 头痛 鼻塞多嚏 牙龈肿痛 疮疥 带下,中华本草
669800,狭叶垂头菊,垂头菊,凉、苦, ,清热、解毒,"['疮疡疖肿', '肺痈', '乳痈', '肠痈', '热病高热', '热结便秘', '蛇虫咬伤']",疮疥 疖 肺胃痈 乳痈 肠痈 热病 大便结燥,中华本草
669900,狭眼凤尾蕨,missing,寒、苦,胃、大肠,收敛、止血、止痢,"['泄泻', '痢疾', '外伤出血']",痢不止 痢不止 出血,中华本草
670000,狭头橐吾,山紫菀,平、苦、辛, ,散结、清热、解毒、利尿,"['乳痈', '水肿', '瘰疬', '河豚鱼中毒']",乳痈 水肿 瘰疬,中华本草
670100,狭果茶藨,missing,凉、苦,胃、胆,清热、解毒,"['疮疖', '湿疱', '无名肿毒', '湿疹瘙痒', '黄疸型肝炎。']",疖 无名肿毒 急性湿疹 瘙痒 黄疸,中华本草
670200,狭萼半边莲,大种半边莲、野烟叶、大号半边莲、山梗菜,平、辛、毒,肺、肾,清热、宣肺、消肿、解毒、化痰、利尿,"['咳嗽痰多', '水肿', '乳蛾', '痈肿疔疮', '毒蛇咬伤', '蜂螯']",咳嗽 多痰 水肿 咽喉单双蛾 痈 疔疮,中华本草
670300,虾子花叶,missing, , ,消翳、明目,['角膜云翳'],翳膜,中华本草
670400,虾子花,吴福花、红蜂蜜花、野红花、破血药、洞荒、铜皮树,温、涩、甘, ,止血、活络、舒筋,"['痛经', '闭经', '血崩', '鼻衄', '咳血', '肠风下血', '痢疾', '风湿痹痛', '腰肌劳损', '跌打损伤']",经前腹痛 月经不通 血崩 鼻衄 咳血 肠风 月经过多 痢不止 寒湿 伤损经络 跌打损伤,中华本草
670500,虾须豆,土甘草、野京豆、勒勒叶、水罗伞、大罗伞、五郎伞,平、甘、辛,肺、心,止痛、消肿、止咳、活血、通络、化痰,"['风湿痹痛', '跌打损伤', '痈疮肿痛', '咳嗽']",寒湿 跌打损伤 痈 疮疥 咳嗽,中华本草
670600,虾须草,绿绿草、草麻黄,平、苦, ,清热、消肿、利水、解毒,"['疮疡肿毒', '水肿', '风热头痛']",疮疥 肿毒 水肿 热毒 头痛,中华本草
670700,虾蟆皮,泽蛙,寒、咸,心,散结、消肿、解毒,"['疖肿', '瘰疬', '臁疮']",疖 瘰疬 臁疮,中华本草
670800,虾蟆脑,missing,寒、咸,肝,明目,['青盲'],青盲,中华本草
670900,虾蟆肝,missing,寒、咸,心,解毒、疗疮,"['蛇咬伤', '白屑疮', '疔疮']",疔疮,中华本草
671000,虾蟆胆,missing, ,胆,开音、利咽,['小儿失音'],失音,中华本草
671100,虾蟆,蟆、蛤、蛤蟆,寒、甘,脾、心,健脾、清热、消积、解毒,"['痈肿', '热疖', '口疮', '瘰疬', '小儿疳积', '热痢']",痈 疖 口烂 瘰疬 小儿疳 热痢,中华本草
671200,虾壳钱,红锅盖草、红虾壳草、红壳谷草, , ,祛风、健脾、通经、止咳、活血、开胃,"['小儿食饮不振', '感冒', '咳嗽', '痛经', '红崩白带', '腹痛下痢', '风湿病']",感冒 咳嗽 经前腹痛 带下 肚腹痛 下痢 寒湿,中华本草
671300,虾筏草,水串草,平、苦、辛, ,清热、凉血、止血、疏风,"['风热声嘶', '咽痛', '水肿', '咯血', '便血', '月经过多', '刀伤出血']",热毒 声嘶 水肿 咯血 大便后下血 月经过多 出血,中华本草
671400,荨麻根,missing,温、苦、辛、毒, ,祛风、止痛、活血,"['风湿疼痛', '荨麻疹', '湿疹', '高血压']",寒湿 疼痛 丹疹 急性湿疹,中华本草
671500,荨麻,missing,温、苦、辛、毒, ,平肝、祛风、消积、解毒、通络、定惊、通便,"['风湿痹痛', '产后抽风', '小儿惊风', '小儿麻痹后遗症', '高血压', '消化不良', '大便不通', '尊麻疹', '跌打损伤', '虫蛇咬伤']",寒湿 产后 小儿惊痫 消化不良 大小便不通 丹疹 跌打损伤,中华本草
671600,徐长卿,鬼督邮、石下长卿、别仙踪、料刁竹、钓鱼竿、逍遥竹、一枝箭、英雄草、料吊、土细辛、九头狮子草、竹叶细辛、铃柴胡、生竹、一枝香、牙蛀消、线香草、小对叶草、对月草、天竹、溪柳、蛇草、瑶山竹、黑薇、蜈蚣草、铜锣草、 山刁竹、蛇利草、药王、对叶莲、上天梯、老君须、香摇边、摇竹消、摇边竹、三百根、刁竹、千云竹、痢止草,温、辛,肝、胃,祛风、去痛、止痛、消肿、活血、解毒、止痒,"['胃病', '牙痛', '风湿痹痛', '腰痛', '脘腹疼痛', '牙痛', '听候扑任痛', '小便水利', '泄泻', '痢疾', '湿疹', '荨麻疹', '毒蛇咬伤']",齿痛 寒湿 腰痛 腹疼 痢不止 痢不止 急性湿疹,中华本草
671700,绣线菊子,missing,凉、苦、毒,肺、大肠,清热、祛湿,['痢疾'],痢不止,中华本草
671800,绣线菊叶,missing,平、淡,肝、脾、肾,消肿、去腐、解毒、生肌、解毒消,['阴疽痿管'],阴疽,中华本草
671900,绣线菊根,火烧尖、土黄连,凉、苦、辛、毒,肝、肺,祛风、清热、退翳、明目,['咳嗽，头痛，牙痛，目赤翳障'],咳嗽 头痛 齿痛 眼赤,中华本草
672000,绣球防风果,绣防风子,平、甘、淡, ,健脾、解表、益肝、清肺,"['感冒', '小儿肺炎', '疳积', '目眦赤烂']",感冒 疳,中华本草
672100,绣球防风根,missing, , ,祛风、解毒、利湿、疏肝,"['风湿痹痛', '痢疾', '小儿疳积', '皮疹', '脱肛']",寒湿 痢不止 小儿疳 丹疹 肛出,中华本草
672200,绣球防风,白元参、绣球草、蜜峰草、紫药、蜂窝花、包团草、小罗卜、月亮花、疙瘩草、指风草,平、苦、辛, ,活血、解毒、明目、疏肝,"['妇女血瘀经闭', '胁肋疼痛', '小儿雀目', '青盲翳障', '痈疽肿毒', '杨梅结毒', '疥癣', '皮疹']",月经不通 两胁胀痛 雀目 青盲 痈 肿毒 结毒 丹疹,中华本草
