,Label,名称,Taste,Type
2674,6.0,榉树叶,寒、苦,missing
2707,6.0,箭杆杨,寒、苦,missing
2710,6.0,箭刀草,寒、苦、辛,missing
2699,6.0,碱黄鹌菜,寒、苦,missing
10545,6.0,旱柳叶,寒、苦,missing
25,6.0,矮柳穿鱼,寒、苦,missing
11147,6.0,毛叶草,寒、苦,肺
28,6.0,矮脚龙胆,寒、苦,missing
11146,6.0,帽儿瓜,寒、苦、甘,脾
6059,6.0,玉簪,寒、苦、辛、毒,missing
2679,6.0,锦香草,寒、苦、辛,missing
1677,6.0,红母猪藤,寒、苦,missing
2675,6.0,榉树皮,寒、苦,missing
35,6.0,八仙草,寒、苦、辛,missing
2727,6.0,镜面草,寒、苦、辛,missing
6033,6.0,云南美登木,寒、苦,missing
2741,6.0,苦木叶,寒、苦、毒,missing
2770,6.0,苦丁,寒、苦,missing
2742,6.0,苦木根,寒、苦、毒,missing
2744,6.0,苦荬菜,寒、苦,missing
124,6.0,白檀,寒、苦,missing
131,6.0,白薯莨,寒、苦、辛、毒,missing
2758,6.0,苦壶卢,寒、苦,肺、脾、肾
2759,6.0,苦蒿,寒、平、苦、辛,missing
5907,6.0,旋柄茄,寒、苦,missing
2762,6.0,苦瓜藤,寒、苦,missing
5934,6.0,喜树叶,寒、苦、毒,missing
2763,6.0,苦瓜花,寒、苦,missing
156,6.0,白牛尾七,寒、苦、甘,missing
2764,6.0,苦瓜根,寒、苦,missing
12406,6.0,竹节七,寒、苦、甘,肺、肾
2768,6.0,苦豆根,寒、苦,肾
9715,6.0,多疣猪屎豆,寒、苦,肺
12397,6.0,锥花莸,寒、苦,肺、小肠、膀胱
147,6.0,白枪杆根,寒、苦,missing
5935,6.0,喜树皮,寒、苦、毒,missing
2755,6.0,苦壶卢子,寒、苦,肺、脾、肾
2753,6.0,苦苣,寒、苦,missing
5982,6.0,蟹爪兰,寒、苦,missing
82,6.0,半边藕,寒、苦,missing
1689,6.0,红轮千里光,寒、苦,missing
2747,6.0,苦楝叶,寒、苦、毒,missing
88,6.0,白猪鼻孔,寒、苦,missing
2750,6.0,苦楝花,寒、苦,missing
1657,6.0,红头草,寒、苦,missing
2649,6.0,景天花,寒、苦,missing
107,6.0,白杨枝,寒、苦,missing
108,6.0,白杨叶,寒、苦,missing
109,6.0,白杨树皮,寒、苦,missing
1654,6.0,红线麻,寒、苦、辛、毒,missing
4075,6.0,拳参,寒、苦、毒,missing
5945,6.0,新疆卫矛,寒、苦,missing
5944,6.0,新疆香堇,寒、苦、辛,missing
2743,6.0,苦木,寒、苦、毒,missing
2869,6.0,龙江风毛菊,寒、苦,missing
4589,6.0,四方麻,寒、苦,missing
411,6.0,薄叶卷柏,寒、苦、辛,missing
521,6.0,刺黄芩,寒、苦,missing
2993,6.0,冷毒草,寒、苦,missing
425,6.0,篦齿蒿,寒、苦,missing
526,6.0,刺茶美登木,寒、苦、辛,missing
4193,6.0,上天梯,寒、苦、毒,missing
9903,6.0,单花鹿茸草,寒、苦,脾
422,6.0,篦子三尖杉,寒、苦、涩,missing
2994,6.0,冷地卫矛,寒、苦,missing
5551,6.0,小升麻,寒、苦、甘、毒,missing
11721,6.0,唐古特雪莲,寒、苦、甘,肺
419,6.0,薜荔根,寒、苦,missing
5426,6.0,网眼瓦韦,寒、苦、甘,missing
5421,6.0,瓦韦,寒、苦,肺、小肠
2995,6.0,罗星草,寒、苦,missing
4219,6.0,山莴笋,寒、苦,missing
4220,6.0,山莴苣,寒、苦,missing
11736,6.0,太白贝母,寒、苦、甘,肺
5558,6.0,小青杨,寒、苦,missing
4188,6.0,榕树皮,寒、苦,missing
2465,6.0,金沙草,寒、苦、甘,missing
5499,6.0,小棕包,寒、苦、辛、毒,missing
2461,6.0,金丝草,寒、苦、毒,missing
5410,6.0,文竹,寒、苦、甘,missing
12227,6.0,异株木樨榄,寒、苦,膀胱
3938,6.0,七星草,寒、苦、毒,missing
2989,6.0,冷蕨子草,寒、苦,missing
551,6.0,草血竭,寒、苦、辛,missing
3918,6.0,蓬子菜,寒、苦、辛,missing
5531,6.0,小鸦葱,寒、苦、甘,missing
2507,6.0,金果榄,寒、苦,脾、肾
2508,6.0,金光菊,寒、苦,missing
12249,6.0,羊眼花,寒、苦,肺
481,6.0,虫豆,寒、苦、甘,肺
1517,6.0,高山露珠草,寒、苦、甘,missing
2945,6.0,芦莉草叶,寒、苦、辛,missing
469,6.0,长毛风毛菊,寒、苦、涩,missing
2941,6.0,芦竹根,寒、苦、甘,missing
1518,6.0,高山龙胆,寒、苦,missing
5481,6.0,蜈蚣萍,寒、苦、辛,missing
5471,6.0,温大青,寒、苦、辛,missing
9880,6.0,多枝雾水葛,寒、苦,肺
2940,6.0,芦竹沥,寒、苦,missing
2962,6.0,两色鳞毛蕨,寒、苦,肺
4209,6.0,山香圆,寒、苦,missing
2939,6.0,芦竹笋,寒、苦,missing
1513,6.0,高山紫菀,寒、苦,missing
2967,6.0,良藤,寒、苦,missing
5525,6.0,小叶地不容,寒、苦,missing
3906,6.0,脾寒草,寒、苦,missing
2969,6.0,连蕊茶,寒、苦,肺
2870,6.0,龙骨莲,寒、苦、甘,脾
3907,6.0,蒲种壳,寒、苦、淡,missing
5451,6.0,挖耳草,寒、苦,missing
2931,6.0,驴耳风毛菊,寒、苦,missing
11261,6.0,柠鸡儿果,寒、苦,肺
1510,6.0,高原蚤缀,寒、苦、甘,肺
5490,6.0,碗花草根,寒、苦、辛,missing
5571,6.0,小米草,寒、苦,膀胱
5597,6.0,小黄连刺,寒、苦,missing
2901,6.0,老头草,寒、苦,missing
5598,6.0,小黄断肠草,寒、苦、涩、毒,missing
5380,6.0,乌苏里黄芩,寒、苦,missing
5603,6.0,小花清风藤,寒、苦,missing
399,6.0,稗米,寒、苦、甘、辛、毒,missing
2897,6.0,老鸦胆叶,寒、苦,missing
2895,6.0,肋柱花,寒、苦,missing
5620,6.0,小果栀子,寒、苦,missing
4239,6.0,山飘儿草,寒、苦,missing
12321,6.0,皱波黄堇,寒、苦,肺、膀胱、肾
3953,6.0,千里马,寒、苦,missing
5584,6.0,小九头狮子草,寒、苦、辛、淡,missing
2548,6.0,结血蒿,寒、苦,missing
5642,6.0,小大黄,寒、苦,missing
3954,6.0,千里光,寒、苦、辛,missing
5379,6.0,乌苏里鼠李树皮,寒、苦,missing
5644,6.0,小垂头菊,寒、苦、辛,missing
2885,6.0,兰石草,寒、苦、甘,missing
2884,6.0,兰石草果,寒、苦、甘,脾、肾
3855,6.0,毗黎勒,寒、苦、涩,missing
1745,6.0,红车轴草,寒、苦、甘,肺
3040,6.0,柳叶蒿,寒、苦,missing
2873,6.0,龙胆地丁,寒、苦,missing
10586,6.0,华丽龙胆,寒、苦,肺
5660,6.0,小白绵参,寒、苦,missing
5634,6.0,小儿血参,寒、苦,missing
2903,6.0,老鼠刺,寒、苦,肺
2898,6.0,老鸦胆根,寒、苦,missing
2450,6.0,金挖耳,寒、苦、辛,missing
5573,6.0,小马齿苋,寒、苦,missing
3950,6.0,千年不烂心,寒、苦、甘,missing
1490,6.0,革耳,寒、苦、辛,missing
379,6.0,斑竹根,寒、苦、淡,missing
575,6.0,臭藤子,寒、苦,missing
1498,6.0,桂叶素馨,寒、苦,missing
3014,6.0,轮叶铃子香,寒、苦、甘,missing
1753,6.0,红白二丸,寒、苦、酸,missing
378,6.0,斑竹壳,寒、苦,missing
10481,6.0,虎掌藤,寒、苦,missing
3026,6.0,拦路虎,寒、苦,肺、膀胱
5581,6.0,小蕨萁,寒、苦,missing
3942,6.0,七厘丹,寒、苦、辛、毒,missing
9841,6.0,大理白前,寒、苦,肺、小肠、膀胱
11595,7.0,水白蜡树皮,平、苦、淡,心、小肠
2022,7.0,黄龙藤叶,平、苦、涩,missing
10634,7.0,尖叶木樨榄,平、苦,膀胱
1789,7.0,花杜仲藤,平、苦、辛,missing
3590,7.0,麻根,平、苦,missing
4036,7.0,青杠膏,平、苦、涩,missing
1998,7.0,黄杞皮,平、苦、辛,missing
3681,7.0,牛舌癀,平、苦、辛,missing
11471,7.0,麝香草,平、苦、辛,肺、大肠
4035,7.0,青杠碗,平、苦、涩,missing
1805,7.0,虎杖叶,平、苦,missing
7953,7.0,马棘,平、苦、涩,missing
1797,7.0,诃子,平、苦、涩、酸,肺、大肠、胃
1691,7.0,红榔木,平、苦、涩,missing
11587,7.0,伤寒草根,平、苦,肺、大肠
10733,7.0,金背枇杷,平、苦,肺、胃
8093,7.0,千层楼,平、苦、辛,missing
3858,7.0,盆架树,平、苦、毒,肺
11478,7.0,柿蒂 ,平、温、苦、涩、毒,肺、胃
3653,7.0,女娄菜根,平、苦、甘,missing
3869,7.0,破骨风,平、苦、辛,脾
3859,7.0,炮仗花,平、苦、涩、甘,missing
7188,7.0,笔管榕,平、苦、甘,missing
1796,7.0,诃子叶,平、苦、涩,肺、大肠、胃
7940,7.0,黎罗根,平、苦、辛、毒,missing
3828,7.0,糯芋,平、苦、辛、毒,missing
3674,7.0,牛王肺筋草,平、苦、辛,missing
3606,7.0,蒙古扁桃,平、苦,肺、大肠
7177,7.0,饱饭花,平、苦、甘、酸,missing
1999,7.0,黄皮叶,平、苦、辛,肺
3602,7.0,蒙自木蓝,平、苦、辛、毒,肺、膀胱
1794,7.0,何首乌叶,平、苦,missing
7134,7.0,白毛鹿茸草,平、苦、涩,missing
8018,7.0,满天飞,平、苦、辛,missing
3902,7.0,铺地黍根,平、苦、甘,missing
1891,7.0,核子木,平、苦、辛,missing
8007,7.0,麻羊藤,平、苦、涩,missing
3774,7.0,柠条子,平、苦,肺
8080,7.0,飘带草,平、苦、辛,missing
1887,7.0,荷梗,平、苦,膀胱、脾
10575,7.0,黄花烟草,平、苦、毒,胃
7997,7.0,美丽鳞毛蕨,平、苦、涩,missing
3987,7.0,苘麻子,平、苦,大肠、小肠、膀胱
1856,7.0,厚叶子树,平、苦、辛,missing
3988,7.0,苘麻根,平、苦,膀胱、肾
3736,7.0,牛鼻栓,平、苦、涩,肾
3989,7.0,苘麻,平、苦,胃、脾
1764,7.0,花蜘蛛,平、苦、毒,肾
11623,7.0,水白蜡,平、苦、淡,肺、心
7147,7.0,白花杆,平、苦,missing
1713,7.0,红花寄生,平、苦、辛,missing
10690,7.0,金牛草,平、苦、辛,肺、大肠
7142,7.0,白花油麻藤,平、苦、涩,missing
3962,7.0,气桐子,平、苦,胃
3957,7.0,千金花,平、苦、辛,missing
1748,7.0,红萆薢,平、苦、甘,missing
1894,7.0,核桃楸果,平、苦、辛、毒,胃
3762,7.0,拟缺香茶菜,平、苦、辛,missing
3763,7.0,拟囊果芹,平、苦、辛,missing
7048,7.0,绵萆薢,平、苦,胃、肾
1739,7.0,红楤木,平、苦、辛,missing
3975,7.0,齐墩果,平、苦,missing
3952,7.0,千灵丹,平、苦、辛,肺、胃、肾
8061,7.0,炮仗筒,平、苦,missing
1751,7.0,红背马蓝,平、苦、辛,missing
3945,7.0,千叶独活根,平、苦、辛,missing
3750,7.0,鸟不企,平、苦、辛,missing
8001,7.0,密穗砖子苗,平、苦、辛,missing
11530,7.0,上思厚壳树,平、苦,胃、脾
3991,7.0,青竹标根,平、苦、辛,missing
11528,7.0,三角叶橐吾,平、苦,肺
11521,7.0,鼠李根,平、苦、毒,肺
1697,7.0,红筷子,平、苦,missing
1843,7.0,胡桃枝,平、苦、涩,missing
3813,7.0,南方露珠草,平、苦、辛,missing
3709,7.0,牛角瓜,平、苦、涩、毒,missing
10564,7.0,花斑蛇鲻,平、苦、咸,膀胱、脾、肾
7106,7.0,昂天莲,平、苦,missing
3903,7.0,铺地黍,平、苦、甘,missing
1984,7.0,黄石脂,平、苦、毒,大肠、脾
3704,7.0,牛筋刺寄生,平、苦,肺、膀胱
1693,7.0,红蓝地花,平、苦、甘,missing
4024,7.0,青江藤,平、苦、辛,missing
1841,7.0,胡颓子根,平、苦、酸,肺、脾
11582,7.0,石葱,平、苦,肺、心
11583,7.0,蒴藋赤子,平、苦,肺、心
7168,7.0,冰凉花,平、苦、毒,missing
7970,7.0,毛叶石楠,平、苦,missing
4029,7.0,青胡桃果,平、苦、涩,missing
3720,7.0,牛耳枫子,平、苦、涩、毒,大肠
4013,7.0,青蛇莲,平、苦、辛,missing
7983,7.0,芒萁,平、苦、涩,missing
7979,7.0,毛冬青,平、苦,missing
1966,7.0,黄杨叶,平、苦,missing
1701,7.0,红鸡踢香根,平、苦、酸,missing
3725,7.0,牛耳草,平、苦,肺
1848,7.0,胡桃根,平、苦、涩,missing
10568,7.0,华凤仙,平、苦、辛,肺
3797,7.0,南蛇藤果,平、苦、甘,missing
3803,7.0,南鹤虱,平、苦、辛、毒,大肠、胃、脾
1845,7.0,胡桃叶,平、苦、涩,missing
1700,7.0,红接骨草,平、苦、辛,missing
7973,7.0,毛葡萄,平、苦、酸,missing
7971,7.0,毛野丁香叶,平、苦,missing
7111,7.0,八爪金龙,平、苦,missing
3912,7.0,蒲葵子,平、苦、甘、毒,missing
4014,7.0,青钱柳叶,平、苦、辛,missing
3755,7.0,奶浆柴胡,平、苦,missing
2300,7.0,尖山橙,平、苦、辛,missing
3578,7.0,麻牛膝,平、苦,missing
7469,7.0,枫寄生,平、苦,missing
3010,7.0,罗浮柿根,平、苦、涩,missing
11279,7.0,欧鼠李,平、苦,大肠
3001,7.0,罗勒根,平、苦,missing
11275,7.0,囊颍草,平、苦、涩,心、脾
2497,7.0,金鸡尾巴草根,平、苦,心、膀胱
2977,7.0,丽萼熊巴掌,平、苦、辛,missing
2505,7.0,金花茶叶,平、苦、涩,missing
7487,7.0,瓜子莲,平、苦,missing
2963,7.0,两栖蓼,平、苦,missing
2961,7.0,两色瓦韦,平、苦,missing
2953,7.0,庐山瓦韦,平、苦,missing
7734,7.0,鸡矢藤,平、苦、甘,missing
7468,7.0,枫树,平、温、苦,missing
7498,7.0,过岗龙,平、苦、涩、甘,missing
7727,7.0,鸡爪七,平、苦,missing
7505,7.0,光肺筋草,平、苦、甘,missing
2934,7.0,陆英,平、苦、甘,missing
2533,7.0,金背枇杷果,平、苦,missing
7512,7.0,岗柃,平、苦,missing
2922,7.0,卵叶寄生,平、苦、辛,missing
2916,7.0,老鹳草,平、苦、辛,膀胱、脾
7516,7.0,狗仔花,平、苦、辛,missing
2912,7.0,老虎俐根皮,平、苦,missing
7518,7.0,狗蚁草,平、苦、甘,missing
7519,7.0,狗牙贝,平、苦、甘,missing
7520,7.0,狗响铃,平、苦、甘,missing
2910,7.0,老君须,平、苦、辛,肺
7501,7.0,光素馨,平、苦、辛,missing
7522,7.0,狗脚迹,平、苦、甘,missing
7467,7.0,返顾马先蒿,平、苦,missing
7753,7.0,金丝带,平、苦、甘,missing
8929,7.0,鸦椿卫矛,平、苦、咸、辛,肾
10995,7.0,路边草,平、苦、辛,肺、大肠、脾
3131,7.0,狼萁草,平、苦、甘,missing
7785,7.0,继木,平、温、苦、涩、甘,missing
8931,7.0,雪人参,平、苦,肺、胃、肾
7779,7.0,绛梨木,平、苦、辛,missing
3111,7.0,栗花,平、苦、涩,missing
11297,7.0,普氏马先蒿,平、苦,脾
11006,7.0,老鼠耳,平、苦、毒,心
11007,7.0,镰片假毛蕨根茎,平、苦,大肠
3106,7.0,栗树根,平、苦,missing
6093,7.0,羽裂星蕨,平、苦、涩,missing
3095,7.0,莲衣,平、苦、涩,心、脾
3022,7.0,林檎根,平、苦,大肠、胃
2415,7.0,茎花来江藤,平、苦,missing
2422,7.0,金盏菊根,平、苦,missing
7439,7.0,二叶舌唇兰,平、苦,missing
3070,7.0,疬子草,平、苦、辛,missing
2431,7.0,金樱叶,平、苦,肺、心
2449,7.0,金挖耳根,平、苦、辛,missing
7448,7.0,飞天蠄蟧,平、苦,missing
7449,7.0,飞来鹤,平、苦、甘、毒,missing
3051,7.0,柳兰叶风毛菊,平、苦,missing
7453,7.0,凤尾铁角蕨,平、苦、甘,missing
3045,7.0,柳叶斑鸠菊,平、苦、辛,missing
7459,7.0,分筋草,平、苦、辛,missing
3036,7.0,柳叶亚菊蒿,平、苦、辛,missing
7754,7.0,金刷把,平、苦,missing
3087,7.0,凉伞盖珍珠,平、苦、辛,missing
3135,7.0,狼毒,平、苦、辛,肺
2909,7.0,老龙皮,平、苦、淡,脾、肾
7525,7.0,骨牌蕨,平、苦、甘、毒,missing
2791,7.0,柯蒲木,平、苦、辛、毒,missing
2788,7.0,咖啡,平、苦、涩,missing
11203,7.0,毛过山龙,平、苦,肾
2617,7.0,接骨树皮,平、苦、甘,missing
2618,7.0,接骨木叶,平、苦、辛,missing
2620,7.0,接骨木根,平、苦、甘,missing
7595,7.0,红豆树,平、苦、毒,missing
2635,7.0,假通草树皮,平、苦、辛,missing
7598,7.0,红刺藤,平、苦,missing
2636,7.0,假酸浆,平、苦、甘、毒,missing
11128,7.0,美丽胡枝子花,平、苦,肺、心
7603,7.0,花生衣,平、苦、涩、甘,missing
2766,7.0,苦葛根,平、苦、辛,肺、胃
11206,7.0,毛花洋地黄,平、苦,心
7675,7.0,黄花苜蓿,平、苦,missing
2751,7.0,苦连翘,平、苦,missing
7617,7.0,虎刺,平、苦、甘,missing
11135,7.0,美丽胡枝子根,平、苦,肺、心
11136,7.0,毛大丁草根,平、温、苦、毒,肺、大肠、胃、膀胱
7629,7.0,厚壳树,平、苦、咸、甘,missing
7633,7.0,桦树皮,平、苦,missing
7636,7.0,荷蒂,平、苦,missing
7637,7.0,核桃叶,平、苦、涩、毒,missing
2733,7.0,块茎糙苏,平、苦,missing
7639,7.0,核桃青龙皮,平、苦、涩、毒,missing
2723,7.0,橘根,平、苦、辛,胃、脾、肾
11152,7.0,美丽胡枝子,平、苦,心、肾
8964,7.0,乌龟,平、苦,胃、脾
11186,7.0,美小膜盖蕨,平、苦,大肠
2547,7.0,荩草,平、苦,missing
2806,7.0,栲栗叶,平、苦、涩,missing
2596,7.0,家麻树,平、苦,肾
7528,7.0,钩苞大丁草,平、苦、辛,missing
11087,7.0,毛叶欧李,平、苦、辛,大肠、小肠
7534,7.0,高山栲,平、苦、涩、辛,missing
2551,7.0,绛梨木子,平、苦、涩,心、脾、肾
7538,7.0,赶山鞭,平、苦,missing
2552,7.0,绛梨木叶,平、苦、涩,胃、脾
2871,7.0,龙骨风,平、苦,肺、胃、肾
2553,7.0,绛梨木根,平、苦、涩,胃、脾、肾
11096,7.0,毛叶石楠根,平、苦,大肠
7547,7.0,隔山撬,平、苦、甘,missing
11097,7.0,毛头鬼伞,平、苦,心、胃
2862,7.0,龙利叶花,平、苦、淡,肺
7712,7.0,节节草,平、苦、甘,missing
2807,7.0,栲栗果壳,平、苦、涩,missing
11232,7.0,牛心梨树皮,平、苦、涩,肺
11104,7.0,密齿酸藤子,平、苦,大肠、胃
2849,7.0,龙眼根,平、苦、涩,大肠
7706,7.0,九龙盘,平、苦,missing
7563,7.0,华风车子,平、苦、甘、淡,missing
2843,7.0,龙眼树皮,平、苦,肺、胃、脾
11111,7.0,猫乳,平、苦,脾、肾
7569,7.0,红头翁,平、苦,missing
2828,7.0,六月寒,平、苦、辛,肺
2584,7.0,桔梗,平、苦、辛,肺、胃
2827,7.0,六月合,平、苦、辛、毒,missing
11219,7.0,杧果核,平、苦、涩、酸、毒,小肠、胃
2817,7.0,榼藤,平、苦、涩、毒,肾
2595,7.0,浆包藤,平、苦、毒,missing
2856,7.0,龙头节肢蕨,平、苦、涩,膀胱、肾
7937,7.0,蓝桉,平、苦、辛,missing
3140,7.0,萝芒树皮,平、苦、甘,missing
2397,7.0,鸡肝散,平、苦、辛,missing
2133,7.0,喉痧药,平、苦,missing
7899,7.0,凉喉茶,平、苦、辛,missing
2151,7.0,黑石耳,平、苦、淡,胃
3441,7.0,毛果珍珠茅,平、苦、辛,胃
7894,7.0,柃木,平、苦、涩,missing
3434,7.0,毛脉柳叶菜,平、苦、涩,missing
7893,7.0,柳叶绣球菊,平、苦,missing
3429,7.0,毛排钱草,平、苦、涩,肺、脾
3428,7.0,毛葡萄根皮,平、苦、酸,missing
3427,7.0,毛葡萄叶,平、苦、酸,missing
3426,7.0,毛茄,平、苦、辛,missing
3425,7.0,毛稔根,平、苦、涩,missing
3415,7.0,毛叶柿叶,平、苦、涩、辛,missing
3461,7.0,米碎木皮,平、苦、辛,missing
3410,7.0,毛轴铁角蕨,平、苦,missing
2176,7.0,黑骨走马,平、苦,missing
7884,7.0,罗平蓟,平、苦,missing
7293,7.0,藏青杠,平、苦、涩,missing
2207,7.0,槐根,平、苦,肺、大肠
3380,7.0,木蹄,平、苦,missing
2218,7.0,豪猪毛刺,平、苦,胃、脾
10865,7.0,辽东栎皮,平、苦,心、脾
2223,7.0,蝴蝶藤,平、苦、甘,missing
2224,7.0,蝴蝶树,平、苦、辛、酸,missing
7304,7.0,大叶仙茅,平、苦、涩,missing
2228,7.0,槲叶,平、苦、甘,missing
2229,7.0,槲实仁,平、苦、涩,大肠、胃、脾
2230,7.0,槲皮,平、苦、涩,missing
7889,7.0,岭南杜鹃,平、苦,missing
2232,7.0,横经席叶,平、苦、涩,脾
8908,7.0,野芋叶,平、苦、淡,胃
10818,7.0,阔叶鳞毛蕨,平、苦,大肠
3577,7.0,麻皮,平、苦、辛、毒,missing
7936,7.0,蓝布正,平、苦、辛,missing
7934,7.0,蓝锡莎菊,平、苦,missing
7928,7.0,棱萼母草,平、苦、涩,missing
10794,7.0,孔雀草,平、苦,肺
8906,7.0,野猪头骨,平、苦、辛,胃
10798,7.0,苦丁茶冬青,平、苦,心
3521,7.0,密毛桃叶珊瑚果,平、苦,missing
3520,7.0,密毛桃叶珊瑚叶,平、苦、辛,missing
3517,7.0,密叶绢藓,平、苦、涩,膀胱
3514,7.0,密枝问荆,平、苦、甘,missing
7225,7.0,赤胫散,平、苦、涩,missing
10801,7.0,苦瓠叶,平、苦,心
7253,7.0,穿地龙,平、苦,missing
7230,7.0,刺针草,平、苦,missing
8907,7.0,野猪蹄,平、苦、辛,胃
7918,7.0,绿萼梅,平、苦、甘,missing
3494,7.0,茅草叶,平、苦、辛,missing
7236,7.0,刺石榴,平、苦、酸,missing
7239,7.0,刺玫,平、温、苦、涩、甘、酸,missing
7912,7.0,狼把草,平、苦、甘,missing
3483,7.0,麦麸草,平、苦、辛,missing
10810,7.0,苦菜根,平、苦,膀胱
10812,7.0,宽叶母草,平、苦、涩,肺
2110,7.0,盒果藤,平、苦、甘,missing
3475,7.0,牡蒿根,平、苦、甘,missing
3474,7.0,牡荆叶,平、苦、辛,missing
2123,7.0,湖北桑寄生,平、苦,missing
3504,7.0,美脉藁本,平、苦、辛,missing
10993,7.0,柳叶亚菊,平、苦、辛,肺
3356,7.0,马甲子根,平、苦,肺、心
7316,7.0,大叶桉,平、苦、辛,missing
2343,7.0,鸡爪槭,平、苦、辛,missing
3223,7.0,落马衣,平、苦、辛,missing
7377,7.0,地枇杷,平、苦、甘,missing
3218,7.0,廊茵,平、苦、辛、酸,missing
7814,7.0,橘络,平、苦,missing
10944,7.0,老白花树皮,平、苦、涩,胃
2352,7.0,鸡血七,平、苦、酸、毒,missing
3206,7.0,菱蒂,平、苦,missing
2359,7.0,鸡嗉子叶,平、苦、涩,missing
2360,7.0,鸡嗉子果,平、苦、甘,missing
11318,7.0,泡掌筒,平、苦,肺、胃、膀胱、脾、肾
7387,7.0,豆叶七,平、苦、涩,missing
2363,7.0,鸡树条果,平、苦、甘,missing
7372,7.0,丢了棒,平、苦、辛、毒,missing
2364,7.0,鸡树条,平、苦、甘,missing
7803,7.0,锦线镖,平、苦、辛,missing
3189,7.0,鹿藿根,平、苦,肺、大肠、脾
7396,7.0,单肾草,平、苦、甘,missing
7801,7.0,戟形石韦,平、苦,missing
7800,7.0,戟叶瓦韦,平、苦、甘,missing
11311,7.0,狍肺,平、苦、咸,肺
2378,7.0,鸡筋参,平、苦、甘、毒,missing
3158,7.0,绿豆升麻,平、苦、辛,肺
7793,7.0,假友水龙骨,平、苦、甘,missing
2391,7.0,鸡骨柴,平、苦,missing
2395,7.0,鸡公柴,平、苦,missing
2396,7.0,鸡根,平、苦、甘,missing
3150,7.0,绿茎槲寄生,平、苦、辛,missing
10949,7.0,流苏树,平、苦,心
2235,7.0,鹤虱,平、苦、辛、毒,大肠、胃、脾
7817,7.0,苦绳,平、苦、涩,missing
3241,7.0,裂蹄,平、苦,missing
10877,7.0,琉璃草果实,平、苦、涩,肺、大肠
7862,7.0,老米酒树,平、苦、涩、甘、酸,missing
7861,7.0,老蛇头,平、苦,missing
7323,7.0,大田基黄,平、苦、涩,missing
3336,7.0,马尾伸筋,平、苦,missing
3335,7.0,马先蒿,平、苦,missing
7326,7.0,大人血七,平、苦、涩,missing
7855,7.0,兰竹参,平、苦,missing
7328,7.0,大千生,平、苦、甘、酸、毒,missing
3331,7.0,马银花,平、苦、毒,missing
7330,7.0,大皮消,平、苦,missing
7854,7.0,辽东栎,平、温、苦、涩,missing
7332,7.0,大母猪藤,平、苦,missing
3238,7.0,裂叶心翼果,平、苦,missing
7850,7.0,龙鳞草,平、苦、甘,missing
3317,7.0,鳞瓦韦,平、苦、涩、毒,missing
2288,7.0,交翅木,平、苦、涩,missing
2290,7.0,江南玄胡,平、苦,missing
11353,7.0,雀梅藤根,平、苦,肾
3287,7.0,耧斗菜,平、苦、甘、辛,missing
7826,7.0,空桶参,平、苦、辛,missing
3261,7.0,榄李树汁,平、苦、辛,missing
2329,7.0,角翅卫矛果,平、苦,missing
3255,7.0,路路通,平、苦,missing
2330,7.0,角翅卫矛根,平、苦,missing
7820,7.0,苦马豆,平、苦、毒,missing
7363,7.0,电灯花,平、苦,missing
7819,7.0,苦荞麦,平、苦,missing
7845,7.0,龙牙楤木,平、苦、甘,missing
1682,7.0,红毛野海棠,平、苦,missing
3105,7.0,栗树皮,平、苦、涩,missing
9163,7.0,蜡瓣花根,平、苦、辛,肺、胃、肾
5229,7.0,铁草鞋,平、苦、辛,肺
5231,7.0,铁包金,平、苦、涩,肺、心
5236,7.0,桃枝,平、苦,心、胃
5237,7.0,桃叶,平、苦、辛,脾、肾
5240,7.0,桃茎白皮,平、苦、毒,肺、脾
753,7.0,大叶子,平、苦、涩,大肠
8802,7.0,浙皖粗筒苣苔,平、苦,missing
8479,7.0,小酒瓶花,平、苦、涩,missing
8487,7.0,小槐花,平、苦、辛,missing
8490,7.0,小花酸藤子,平、苦、涩,missing
718,7.0,藏丁香,平、苦、涩,missing
5264,7.0,铜脚威灵仙,平、苦、辛、毒,missing
5266,7.0,铜锤玉带草,平、苦、辛,missing
705,7.0,糙叶千里光,平、苦、辛,missing
736,7.0,丁榔皮,平、苦,missing
12153,7.0,圆果甘草,平、苦,missing
5215,7.0,铁栏杆,平、苦、辛,missing
5203,7.0,铁扇子,平、苦、淡,膀胱
8462,7.0,小悬钩子,平、温、苦、甘、酸,missing
9419,7.0,苍耳草,平、温、苦、甘,missing
6484,7.0,椰根,平、苦,missing
8467,7.0,小狮子,平、苦,missing
796,7.0,大铜钱菜,平、苦、辛,missing
8469,7.0,小婆婆纳,平、苦、涩、甘,missing
5213,7.0,铁篱笆,平、苦,missing
5180,7.0,通脱木花上粉,平、苦、辛,missing
5188,7.0,通骨消茎叶,平、苦、辛,missing
789,7.0,大尾摇,平、苦,肺、膀胱
5200,7.0,铁丝灵仙,平、苦、辛,missing
5201,7.0,铁树果,平、苦、酸、毒,missing
777,7.0,大叶地耳根,平、苦、辛,missing
5202,7.0,铁树,平、苦、酸,missing
5181,7.0,通天蜡烛,平、苦、涩,missing
817,7.0,大泡通,平、苦、涩,missing
9446,7.0,樗叶花椒皮,平、温、苦,肺、脾
9989,7.0,大五月五,平、苦、辛,大肠、胃、脾
595,7.0,臭柏,平、苦、辛,missing
5366,7.0,无柄卫矛,平、苦,missing
