Label,名称,Taste,Type
3.0,红毛悬钩子,平、咸、酸,missing
3.0,银木荷皮,平、苦、毒,大肠
3.0,通骨消茎叶,平、苦、辛,missing
3.0,猪毛七,平、苦,missing
3.0,华风车子,平、苦、甘、淡,missing
3.0,矮脚罗伞,平、苦、辛,missing
3.0,圆柏叶,寒、苦、涩,心
3.0,宜昌荚蒾叶,平、涩,missing
3.0,隔山撬,平、苦、甘,missing
3.0,铁丝灵仙,平、苦、辛,missing
3.0,铁树果,平、苦、酸、毒,missing
3.0,南苜蓿,寒、平、苦、涩,missing
3.0,铁树,平、苦、酸,missing
3.0,铁扇子,平、苦、淡,膀胱
3.0,赶山鞭,平、苦,missing
3.0,花花草,平、淡,missing
3.0,白果槲寄生,平、苦、甘,missing
3.0,虎刺,平、苦、甘,missing
3.0,虾须草,平、苦,missing
3.0,小紫金牛,平、苦,missing
3.0,黑果,平、涩,missing
3.0,黑汉条,平、涩、酸,missing
3.0,油茶叶,平、苦,missing
3.0,猴骨,平、酸,missing
3.0,黄花苜蓿,平、苦,missing
3.0,斑点虎耳草,平、苦,心
3.0,小果野葡萄藤,平、涩,missing
3.0,田葱,平、咸,missing
3.0,蜘蛛果茎叶,平、苦、甘,missing
3.0,半蒴苣苔,平、苦,missing
3.0,黄泡子,平、涩、酸,missing
3.0,白花草,平、苦、甘,missing
3.0,高山栲,平、苦、涩、辛,missing
3.0,黄杞,凉、平、苦、辛,missing
3.0,竹叶兰,平、苦、甘,missing
3.0,一味药,平、苦、涩,胃、脾
3.0,油茶根,平、苦、毒,missing
3.0,核桃青龙皮,平、苦、涩、毒,missing
3.0,核桃叶,平、苦、涩、毒,missing
3.0,荷蒂,平、苦,missing
3.0,条叶垂头菊,平、苦、甘,missing
3.0,虾筏草,平、苦、辛,missing
3.0,槠子,平、苦、涩、甘,missing
3.0,桦树皮,平、苦,missing
3.0,银丝杜仲,平、苦、甘,missing
3.0,桦叶荚蒾,平、涩,missing
3.0,厚壳树,平、苦、咸、甘,missing
3.0,绣球防风,平、苦、辛,missing
3.0,高山瓦韦,平、涩、淡,missing
3.0,钩苞大丁草,平、苦、辛,missing
3.0,粗榧根,平、涩、淡,missing
3.0,飞来鹤,平、苦、甘、毒,missing
3.0,飞天蠄蟧,平、苦,missing
3.0,鹅,寒、平、苦、咸,missing
3.0,香柏,苦,missing
3.0,野益母艾,温、辛,肾、肝
3.0,二叶舌唇兰,平、苦,missing
3.0,滴滴花,平、淡,missing
3.0,昂天莲,平、苦,missing
3.0,羽裂星蕨,平、苦、涩,missing
3.0,滇南马钱,苦、毒、剧毒,missing
3.0,香榧草,平、咸,missing
3.0,野酒花,平、苦,missing
3.0,白鱼尾果,平、苦,missing
3.0,凤尾铁角蕨,平、苦、甘,missing
3.0,铜脚威灵仙,平、苦、辛、毒,missing
3.0,一包花,平、苦、辛,missing
3.0,单肾草,平、苦、甘,missing
3.0,一把伞,平、苦、辛,missing
3.0,小稻蝗,凉、苦、辛,肺、肝
3.0,针刺铁仔,平、苦、酸,missing
3.0,八爪金龙,平、苦,missing
3.0,紫红鞭,平、苦,missing
3.0,羊奶果,平、酸,missing
3.0,泽泻叶,平、咸,missing
3.0,豆叶七,平、苦、涩,missing
3.0,八楞麻,平、淡,missing
3.0,贝齿,平、咸,missing
3.0,白萆薢,平、苦、辛,missing
3.0,铜锤玉带草,平、苦、辛,missing
3.0,鸭儿芹,平、苦、辛,missing
3.0,风叶藤,平、涩、淡,missing
3.0,矮脚苦蒿,平、苦,missing
3.0,骨牌蕨,平、苦、甘、毒,missing
3.0,狗脚迹,平、苦、甘,missing
3.0,铁篱笆,平、苦,missing
3.0,铁栏杆,平、苦、辛,missing
3.0,狗响铃,平、苦、甘,missing
3.0,宜昌荚蒾,平、涩,missing
3.0,咸虾花,平、苦、辛,missing
3.0,狗牙贝,平、苦、甘,missing
3.0,狗蚁草,平、苦、甘,missing
3.0,狗仔花,平、苦、辛,missing
3.0,岗柃,平、苦,missing
3.0,光肺筋草,平、苦、甘,missing
3.0,光素馨,平、苦、辛,missing
3.0,分筋草,平、苦、辛,missing
3.0,锥螺壳,平、咸,missing
3.0,甘青雪莲花,热、苦、毒,missing
3.0,粗皮松萝,平、苦、甘,missing
3.0,桃枝,平、苦,心、胃
3.0,羊角草,平、苦、辛,missing
3.0,瓜子莲,平、苦,missing
3.0,竹柏根,平、涩、淡,missing
3.0,复生草,平、淡,missing
3.0,枫寄生,平、苦,missing
3.0,枫树,平、温、苦,missing
3.0,锥螺厣,平、咸,missing
3.0,返顾马先蒿,平、苦,missing
3.0,饭汤子,苦,missing
3.0,白对节子叶,平、苦、辛,missing
3.0,过岗龙,平、苦、涩、甘,missing
3.0,红头翁,平、苦,missing
3.0,鸡骨柴,平、苦,missing
3.0,弹裂碎米荠,平、淡,missing
3.0,荷梗,平、苦,膀胱、脾
3.0,思茅松树枝梢,温、甘、辛,膀胱、脾、肝
3.0,倒挂草,平、苦,missing
3.0,山芙蓉,平、淡,missing
3.0,山岗稔,平、苦、辛,missing
3.0,狼牙委陵菜,平、涩,missing
3.0,都咸子树皮,平、淡、毒,missing
3.0,狼萁草,平、苦、甘,missing
3.0,山黄麻叶,平、涩,missing
3.0,楝花,寒、苦,心
3.0,桦叶葡萄根皮,平、涩,missing
3.0,萝芒树皮,平、苦、甘,missing
3.0,滇南寄生,平、苦、甘,missing
3.0,滇海水仙花,平、苦、辛,missing
3.0,短柄南蛇藤茎叶,平、苦、辛、毒,missing
3.0,山道年蒿,平、苦、辛,missing
3.0,玳玳花,平、苦、甘、辛,missing
3.0,蜡瓣花,温、辛,心、胃
3.0,三叶莲,平、苦,missing
3.0,莲衣,平、苦、涩,心、脾
3.0,三叶槭根,平、苦、辛,missing
3.0,三羽叉蕨,平、涩,missing
3.0,顶果膜蕨,平、涩,missing
3.0,栗树皮,平、苦、涩,missing
3.0,三枝叶,平、苦、辛,missing
3.0,栗树根,平、苦,missing
3.0,栗花灯心草,平、淡,missing
3.0,单花金丝桃,平、苦,missing
3.0,独一味,平、苦、甘,missing
3.0,栗花,平、苦、涩,missing
3.0,毒鱼藤,平、苦、毒,脾
3.0,核子木,平、苦、辛,missing
3.0,山橙,平、苦、甘、毒,missing
3.0,绿茎槲寄生,平、苦、辛,missing
3.0,万年青叶,寒、苦,胃、脾、肾
3.0,厚叶子树,平、苦、辛,missing
3.0,大蜣螂,寒、咸,心、大肠
3.0,凤尾兰,平、苦、辛,missing
3.0,廊茵,平、苦、辛、酸,missing
3.0,丽江南星,温、苦、辛、毒,肺
3.0,落马衣,平、苦、辛,missing
3.0,虎杖叶,平、苦,missing
3.0,热带灵芝,平、苦,missing
3.0,凤仙根,平、苦、辛,missing
3.0,风藤草根,平、淡,missing
3.0,乳源木莲果,平、淡,missing
3.0,分心木,平、苦、涩,脾、肾
3.0,裂叶心翼果,平、苦,missing
3.0,裂蹄,平、苦,missing
3.0,何首乌叶,平、苦,missing
3.0,花杜仲藤,平、苦、辛,missing
3.0,茸草,平、苦,missing
3.0,镰片假毛蕨根茎,平、苦,大肠
3.0,飞蛾树,平、苦、咸,missing
3.0,山羊耳,平、苦、辛,missing
3.0,端哼,平、涩、淡、毒,missing
3.0,胡桃叶,平、苦、涩,missing
3.0,胡桃枝,平、苦、涩,missing
3.0,山麻根,平、苦、辛,missing
3.0,山百部,平、甘,肺
3.0,耳叶排草,平、苦、涩,missing
3.0,山佩兰,平、苦、辛,missing
3.0,兑草,平、酸、毒,肾、肝
3.0,和筋草,平、淡,missing
3.0,山芹,平、苦、辛,missing
3.0,山陀螺,平、苦、辛,missing
3.0,菱壳,平、涩,missing
3.0,山乌珠叶,平、苦、涩,missing
3.0,山五味子根,平、苦、涩、甘,missing
3.0,菱蒂,平、苦,missing
3.0,胡桃根,平、苦、涩,missing
3.0,多花八角莲,温、甘、毒,肝
3.0,文蛤,温、涩、辛、毒,胃、脾
3.0,三蕊草,平、苦、甘,missing
3.0,水葫芦七,平、苦、辛,missing
3.0,椆李,平、酸,missing
3.0,冬里麻根,平、苦、辛,missing
3.0,老虎俐根皮,平、苦,missing
3.0,锥栗,平、苦、涩、甘,missing
3.0,蜘蛛七,missing,missing
3.0,水葫芦根,平、苦、辛,missing
3.0,蜘蛛草,平、温、甘、淡,missing
3.0,黄桷叶,平、涩,missing
3.0,福建胡颓子叶,平、涩、酸,missing
3.0,卵叶寄生,平、苦、辛,missing
3.0,水龙胆草根,平、苦、辛,missing
3.0,多穗石柯叶,平、苦、甘,missing
3.0,黄龙藤叶,平、苦、涩,missing
3.0,防己实,平、涩、辛,脾
3.0,老龙皮,平、苦、淡,脾、肾
3.0,水红木叶,平、苦、涩,missing
3.0,宽果丛菔,寒、苦、辛,肺、大肠
3.0,浙江七叶树,温、甘,missing
3.0,龙眼根,平、苦、涩,大肠
3.0,龙头节肢蕨,平、苦、涩,膀胱、肾
3.0,范半夏,温、苦、辛、毒,肺、心
3.0,猪殃殃,苦、辛,missing
3.0,康定五加,温、辛,肾
3.0,水冬瓜花,平、苦、甘,missing
3.0,紫筒草,温、苦,missing
3.0,紫楠,温、辛,missing
3.0,水凤仙,平、苦、辛,missing
3.0,苦竹根,寒、苦,肺、心
3.0,福寿草,平、苦、辛、毒,心、肾、肝
3.0,宽果紧堇,寒、苦、涩、毒,脾、肝
3.0,紫花苣苔,平、苦、涩,missing
3.0,紫花景天,凉、苦,missing
3.0,陆英,平、苦、甘,missing
3.0,凉伞盖珍珠,平、苦、辛,missing
3.0,水麻,平、苦,missing
3.0,水麻根,平、苦、辛,missing
3.0,水杨木白皮,平、苦,missing
3.0,水杨枝叶,平、苦,missing
3.0,罗浮柿根,平、苦、涩,missing
3.0,黄杨叶,平、苦,missing
3.0,水珠草,平、苦、辛,missing
3.0,林檎根,平、苦,大肠、胃
3.0,水杨根,平、苦,missing
3.0,柳叶亚菊蒿,平、苦、辛,missing
3.0,丝线吊芙蓉,平、苦,肾
3.0,柳叶斑鸠菊,平、苦、辛,missing
3.0,杜鹃花叶,平、酸,missing
3.0,三尖杉根,平、苦、涩,missing
3.0,柳兰叶风毛菊,平、苦,missing
3.0,疬子草,平、苦、辛,missing
3.0,灯油藤子,平、苦、辛、毒,missing
3.0,鳞茎报春,温、甘,心、脾
3.0,罗汉松叶,平、淡,missing
3.0,罗勒根,平、苦,missing
3.0,洱源鼠尾草,寒、苦,心、脾、肝
3.0,鄂贵橐吾,平、甘,肺
3.0,两色瓦韦,平、苦,missing
3.0,两栖蓼,平、苦,missing
3.0,多脉鹅耳枥,平、淡,missing
3.0,吊罗果,平、涩、酸,missing
3.0,黄杞皮,平、苦、辛,missing
3.0,丽萼熊巴掌,平、苦、辛,missing
3.0,水松皮,平、苦,missing
3.0,水松球果,平、苦,missing
3.0,冷饭果,平、涩,missing
3.0,黄石脂,平、苦、毒,大肠、脾
3.0,地茄子,平、苦、辛,missing
3.0,野樱桃根,温、辛,胃
3.0,水虾草根,平、苦、辛,missing
3.0,庐山瓦韦,平、苦,missing
3.0,路路通,平、苦,missing
3.0,榄李树汁,平、苦、辛,missing
3.0,漆大姑,平、苦、涩,大肠、胃、脾
3.0,华山参,热、苦、涩、甘、毒,missing
3.0,毛脉酸模,寒、苦,肺、心
3.0,南蛇藤果,平、苦、甘,missing
3.0,华卫矛,平、苦、辛,missing
3.0,美脉藁本,平、苦、辛,missing
3.0,华泽兰,平、苦、辛、毒,missing
3.0,茅草叶,平、苦、辛,missing
3.0,脉果漆,平、酸,missing
3.0,密枝问荆,平、苦、甘,missing
3.0,长距鸭头兰,温、甘、酸,肾、肝
3.0,刺老鸦,平、辛、毒,心、肾
3.0,拐枣七,平、苦,missing
3.0,密叶绢藓,平、苦、涩,膀胱
3.0,密毛桃叶珊瑚叶,平、苦、辛,missing
3.0,毛衣鱼,寒、咸、甘,肾、肝
3.0,南方露珠草,平、苦、辛,missing
3.0,麦麸草,平、苦、辛,missing
3.0,糯米团,平、淡,missing
3.0,毛茄,平、苦、辛,missing
3.0,毛葡萄叶,平、苦、酸,missing
3.0,毛葡萄根皮,平、苦、酸,missing
3.0,毛木树叶,平、涩,missing
3.0,炮仗花,平、苦、涩、甘,missing
3.0,毛脉柳叶菜,平、苦、涩,missing
3.0,红石耳,平、苦,胃
3.0,米碎木皮,平、苦、辛,missing
3.0,红缘层孔菌,平、苦,missing
3.0,虫牙药,温、苦、辛、毒,肺、肝
3.0,牡荆叶,平、苦、辛,missing
3.0,光头稗子,平、苦,missing
3.0,牡蒿根,平、苦、甘,missing
3.0,糯芋,平、苦、辛、毒,missing
3.0,华鹅耳枥,平、淡,missing
3.0,拟囊果芹,平、苦、辛,missing
3.0,毛稔根,平、苦、涩,missing
3.0,拟缺香茶菜,平、苦、辛,missing
3.0,灰藋,平、苦、甘,missing
3.0,牛迭肚,温、甘、酸,肾、肝
3.0,骨螺,平、咸,missing
3.0,麻根,平、苦,missing
3.0,罐子草,平、苦、甘,missing
3.0,匙萼柏拉木,凉、涩,肝
3.0,牛舌癀,平、苦、辛,missing
3.0,麻牛膝,平、苦,missing
3.0,牛王肺筋草,平、苦、辛,missing
3.0,女娄菜根,平、苦、甘,missing
3.0,高山柏,平、苦,missing
3.0,橄榄根,平、苦,missing
3.0,高脚落山箕根,平、苦、辛,missing
3.0,马蹄叶,温、辛、毒,肺
3.0,隔山香,平、苦、辛,missing
3.0,灌木蒲桃,平、苦、辛,missing
3.0,麻皮,平、苦、辛、毒,missing
3.0,鬼柳树,平、苦,膀胱
3.0,牛角瓜,平、苦、涩、毒,missing
3.0,灰绿水苎麻,平、苦,missing
3.0,苤蓝叶,凉、苦,胃、脾
3.0,奶浆柴胡,平、苦,missing
3.0,鸟不企,平、苦、辛,missing
3.0,猕猴梨根,平、涩、淡,missing
3.0,牛鼻栓,平、苦、涩,肾
3.0,回心草,平、苦、淡,心
3.0,猫眼睛,平、涩,missing
3.0,牡蒿,寒、平、温、苦、甘、辛、淡、毒,肺、心、大肠
3.0,曼陀茄根,苦、甘、毒,missing
3.0,牛耳枫子,平、苦、涩、毒,大肠
3.0,蔓茎蝇子草,凉、甘,肺、肾
3.0,米碎木,平、酸,大肠
3.0,欧锦葵,平、辛,肺
3.0,鬼目,平、酸,missing
3.0,密毛桃叶珊瑚果,平、苦,missing
3.0,红山药,平、苦、辛,missing
3.0,青海沙蜥,温、咸、甘,大肠、脾、肾
3.0,波纹裸胸鳝,寒、咸、辛,肺、心、大肠
3.0,红楤木,平、苦、辛,missing
3.0,红麸杨根,平、涩、酸,missing
3.0,番石榴根,平、苦、涩,missing
3.0,番石榴干,平、涩,missing
3.0,青杠膏,平、苦、涩,missing
3.0,青杠碗,平、苦、涩,missing
3.0,鳞瓦韦,平、苦、涩、毒,missing
3.0,马银花,平、苦、毒,missing
3.0,青胡桃果,平、苦、涩,missing
3.0,马尾伸筋,平、苦,missing
3.0,青江藤,平、苦、辛,missing
3.0,青稞,凉、平、咸,missing
3.0,红花寄生,平、苦、辛,missing
3.0,蜂窝草,平、苦、辛,missing
3.0,马先蒿,平、苦,missing
3.0,番石榴树皮,平、苦、涩,missing
3.0,番石榴叶,平、苦、涩,missing
3.0,番石榴子,平、苦、涩,missing
3.0,漆大姑根,平、苦、涩,大肠
3.0,佛肚花,平、苦,missing
3.0,花叶矮沱沱,平、淡,missing
3.0,蚯疽草,平、苦、辛,missing
3.0,辣子草,平、淡,missing
3.0,球序鹅掌柴,平、苦、辛,missing
3.0,雀翘,平、苦、辛,missing
3.0,雀榕根,平、苦、甘,missing
3.0,雀榕叶,平、苦、甘,missing
3.0,耧斗菜,平、苦、甘、辛,missing
3.0,匐地风毛菊,平、苦、辛,missing
3.0,花蜘蛛,平、苦、毒,肾
3.0,红背马蓝,平、苦、辛,missing
3.0,秋海棠花,苦、酸,missing
3.0,红萆薢,平、苦、甘,missing
3.0,青钱柳叶,平、苦、辛,missing
3.0,青蛇莲,平、苦、辛,missing
3.0,红鸡踢香根,平、苦、酸,missing
3.0,榧螺,平、咸,missing
3.0,广西狗牙花,平、苦、辛,missing
3.0,木蹄,平、苦,missing
3.0,红毛野海棠,平、苦,missing
3.0,广布柳叶菜,平、苦,missing
3.0,七叶子,平、淡,missing
3.0,毛木耳,平、甘,肺、肾、肝
3.0,干檀香,平、苦、辛,missing
3.0,木达地黄,平、淡,missing
3.0,母猪半夏,热、麻、毒,心、肾
3.0,蒲葵子,平、苦、甘、毒,missing
3.0,公母草,平、苦、涩,missing
3.0,铺地黍,平、苦、甘,missing
3.0,铺地黍根,平、苦、甘,missing
3.0,毛轴铁角蕨,平、苦,missing
3.0,毛叶柿叶,平、苦、涩、辛,missing
3.0,千叶独活根,平、苦、辛,missing
3.0,沼地马先蒿,missing,missing
3.0,闽浙马尾杉,寒、苦,肺、大肠
3.0,千金花,平、苦、辛,missing
3.0,榧花,平、苦,大肠、胃
3.0,背斑燕鳐鱼,寒、辛,胃、肾、肝
3.0,红接骨草,平、苦、辛,missing
3.0,青竹标根,平、苦、辛,missing
3.0,苘麻,平、苦,胃、脾
3.0,苘麻根,平、苦,膀胱、肾
3.0,苘麻子,平、苦,大肠、小肠、膀胱
3.0,红筷子,平、苦,missing
3.0,齐墩果,平、苦,missing
3.0,红蓝地花,平、苦、甘,missing
3.0,大叶白蜡子,温、辛,心、胃
3.0,翻白草,平、苦、甘,missing
3.0,红榔木,平、苦、涩,missing
3.0,气桐子,平、苦,胃
3.0,毛头鬼伞,平、苦,心、胃
3.0,广西花点草根,平、苦,missing
3.0,炙甘草,平、甘,肺、心、胃、脾
3.0,冷饭果叶,平、涩,missing
3.0,六月合,平、苦、辛、毒,missing
3.0,舒戛千里光,平、淡,missing
3.0,楤木,平、苦、甘,missing
3.0,金背枇杷果,平、苦,missing
3.0,土密树,平、苦、淡,missing
3.0,天目琼花,平、苦、甘,missing
3.0,九层风,平、淡,missing
3.0,太白针,平、苦,missing
3.0,匙羹藤,平、苦,missing
3.0,沙松果,平、苦、涩,missing
3.0,太白艾,平、苦、辛,missing
3.0,沙枣胶,平、苦、涩,肾
3.0,台湾厚壳树,平、苦、咸、甘,missing
3.0,荩草,平、苦,missing
3.0,绛梨木子,平、苦、涩,心、脾、肾
3.0,杉寄生,平、苦、甘,missing
3.0,杉蔓石松,平、苦、辛,missing
3.0,太白花,平、淡,missing
3.0,托盘,平、温、苦、涩、甘、酸,missing
3.0,蛇疙瘩,平、苦、涩、甘,missing
3.0,硕苞蔷薇,平、温、苦、甘、酸,missing
3.0,肾经草,平、苦、甘,missing
3.0,石楠,平、苦、辛,missing
3.0,肾子草,平、苦、咸、辛,missing
3.0,石老虎,平、苦、涩,missing
3.0,石蕨,平、苦,missing
3.0,实葫芦根,平、苦、辛,missing
3.0,大狼把草,平、苦,missing
3.0,蛇见怕,平、苦、甘,missing
3.0,沙地柏,平、苦,missing
3.0,尖山橙,平、苦、辛,missing
3.0,江南玄胡,平、苦,missing
3.0,松橄榄,平、苦,missing
3.0,交翅木,平、苦、涩,missing
3.0,狮子尾,平、涩、淡,missing
3.0,索骨丹,平、苦、涩、毒,missing
3.0,栓皮栎,平、苦、涩,missing
3.0,松打七,平、苦、涩,missing
3.0,肾果小扁豆,平、苦,missing
3.0,条叶猪屎豆,平、苦、辛,missing
3.0,铁仔,平、苦、涩、甘,missing
3.0,蜈蚣七,温、苦、辛、毒,missing
3.0,蝟菊,凉、甘,missing
3.0,家麻树,平、苦,肾
3.0,菊苣,苦,missing
3.0,横经席叶,平、苦、涩,脾
3.0,小乌泡,凉、咸,missing
3.0,石参,平、苦,missing
3.0,浆包藤,平、苦、毒,missing
3.0,槲皮,平、苦、涩,missing
3.0,槲实仁,平、苦、涩,大肠、胃、脾
3.0,小米口袋,寒、苦、辛,missing
3.0,大花威灵仙,平、苦、辛,missing
3.0,小蓝花地丁,温、苦、辛,missing
3.0,小金梅草,温、甘、辛,missing
3.0,大花柳叶菜,平、苦、辛,missing
3.0,托里阿魏,温、辛,胆、肝
3.0,小漆树,温、苦、辛,missing
3.0,通泉草,平、苦,missing
3.0,大画眉草花,平、淡,missing
3.0,瓦楞子,平、咸,肺、胃、肝
3.0,铁扫帚,平、苦、甘,missing
3.0,铁箍散,平、甘、辛,missing
3.0,绛梨木叶,平、苦、涩,胃、脾
3.0,水鳖蕨,平、淡,missing
3.0,假酸浆花,平、甘、辛,肺、肝
3.0,桃树根,平、苦,missing
3.0,佘山羊奶子,平、苦、淡,missing
3.0,胡麻花,寒、甘,大肠
3.0,桃奴,平、苦,missing
3.0,菟丝草,missing,missing
3.0,踏膀药,温、甘、辛,missing
3.0,獭子树,凉、温、苦、涩、甘、辛、毒,missing
3.0,无根藤,凉、苦、甘、毒,missing
3.0,无风自动草,平、辛、毒,missing
3.0,乌鸦肉,missing,missing
3.0,伞形梅笠草,平、苦,missing
3.0,花斑裸鲤骨,平、咸、甘,膀胱、肾
3.0,槲叶,平、苦、甘,missing
3.0,金花茶花,平、涩,missing
3.0,四方蒿,平、苦、辛,missing
3.0,墙草,平、淡,missing
3.0,金盏菊花,平、淡,missing
3.0,柔毛艾纳香,平、苦,missing
3.0,金盏菊根,平、苦,missing
3.0,大铜钱菜,平、苦、辛,missing
3.0,大桫椤,平、涩,missing
3.0,黄龙船花,凉、甘,胃、肝
3.0,清香桂,平、苦、辛,missing
3.0,绒毛鸭脚木,平、苦、涩,missing
3.0,鸡树条,平、苦、甘,missing
3.0,山杨树皮,平、苦、辛,missing
3.0,涩梨叶,平、苦、甘,missing
3.0,山香,平、苦、辛,missing
3.0,金叶柃,平、涩,missing
3.0,山萩,平、苦、甘,missing
3.0,山莓,凉、平、苦、涩,missing
3.0,大树皮,平、涩,missing
3.0,山蚂蝗,平、苦,missing
3.0,蛇眼草,平、苦、辛,missing
3.0,蛇王藤,平、苦、辛,missing
3.0,鸡公柴,平、苦,missing
3.0,炮仗筒,平、苦,missing
3.0,胖根藤,平、酸,missing
3.0,破血丹,平、淡,missing
3.0,粃壳草,平、涩,missing
3.0,鸡根,平、苦、甘,missing
3.0,排钱树,平、涩、淡、毒,missing
3.0,黑浮柿,凉、苦、涩、辛,肺、胃、脾
3.0,飘带草,平、苦、辛,missing
3.0,大叶地耳根,平、苦、辛,missing
3.0,瓢瓜,平、淡,missing
3.0,千层楼,平、苦、辛,missing
3.0,奇蒿,平、苦、辛,missing
3.0,鸡筋参,平、苦、甘、毒,missing
3.0,秦岭耧斗菜,平、苦、辛、毒,missing
3.0,茎花来江藤,平、苦,missing
3.0,鸡肝散,平、苦、辛,missing
3.0,乌翅真鲨翅心,平、咸、甘,脾
3.0,唢呐花,平、苦、辛,missing
3.0,鸡嗉子果,平、苦、甘,missing
3.0,鸡爪芹,平、淡,missing
3.0,柿漆,苦、涩,missing
3.0,三匹叶,平、苦、涩,missing
3.0,黄香草木犀,平、甘,肺
3.0,树地瓜根,平、咸,missing
3.0,三方草,平、苦、甘,missing
3.0,角翅卫矛根,平、苦,missing
3.0,三叶青,平、苦,missing
3.0,水珍珠菜,平、苦、辛,missing
3.0,水游草,平、淡,missing
3.0,水虾子草,平、苦、甘,missing
3.0,树舌,平、苦,胃、脾
3.0,金鸡尾巴草根,平、苦,心、膀胱
3.0,水边指甲花,平、苦、辛,missing
3.0,四方木皮,平、苦、涩,missing
3.0,金花茶叶,平、苦、涩,missing
3.0,角翅卫矛果,平、苦,missing
3.0,鸡树条果,平、苦、甘,missing
3.0,柿木皮,平、涩,missing
3.0,鸡爪槭,平、苦、辛,missing
3.0,鸡嗉子叶,平、苦、涩,missing
3.0,山黄麻,平、涩,missing
3.0,山红稗,凉、平、苦、涩、甘、辛,missing
3.0,山蒿,平、苦、辛,missing
3.0,合头菊,凉、甘、辛,肺、肝
3.0,山矾,平、苦、辛,missing
3.0,金挖耳根,平、苦、辛,missing
3.0,三月泡,平、苦、甘,missing
3.0,山兵豆,平、涩,missing
3.0,山荸荠,平、苦,missing
3.0,省藤,平、苦,missing
3.0,山崩砂,平、涩、酸,missing
3.0,大木通,平、苦,missing
3.0,鸡血七,平、苦、酸、毒,missing
3.0,柿蒂,平、苦、涩,胃
3.0,柿根,平、涩,missing
3.0,大泡通,平、苦、涩,missing
3.0,石吊兰,平、苦、辛,missing
3.0,绛梨木根,平、苦、涩,胃、脾、肾
3.0,小花鸢尾,温、辛、毒,missing
3.0,石螃蟹,平、苦、辛,missing
3.0,鸭公青,平、甘、淡,missing
3.0,苦蒿,寒、平、苦、辛,missing
3.0,四照花果,平、苦、甘,missing
3.0,石楠根,平、苦、辛,missing
3.0,湖北海棠,平、酸,missing
3.0,细叶桉,温、苦、辛,missing
3.0,四照花皮,平、苦、涩,missing
3.0,湖北桑寄生,平、苦,missing
3.0,野苦梨,凉、苦,missing
3.0,咖啡,平、苦、涩,missing
3.0,少花柏拉木,平、苦、涩,missing
3.0,少年红,平、苦、辛,missing
3.0,野桂花,凉、苦,missing
3.0,缘毛筋骨草,寒、苦,missing
3.0,苋菜,寒、甘,missing
3.0,盒果藤,平、苦、甘,missing
3.0,石龙芮子,平、苦,心
3.0,雁脂,missing,missing
3.0,锯齿草,平、淡,missing
3.0,大发散,平、苦、甘,missing
3.0,杏仁防风,温、辛,missing
3.0,假刺藤,平、酸,missing
3.0,香草兰,missing,missing
3.0,大靛根,平、苦,心
3.0,四楞筋骨草,平、苦、辛,missing
3.0,圆叶锦葵,温、甘,missing
3.0,引水蕉,温、辛,missing
3.0,芋,平、辛、毒,missing
3.0,云南蕊木,missing,missing
3.0,云香草,温、苦、辛,missing
3.0,块茎糙苏,平、苦,missing
3.0,羊奶子,平、涩、酸,missing
3.0,羊角桃,平、甘,missing
3.0,唐古特雪莲,寒、苦、甘,肺
3.0,苡芭菊,温、辛,missing
3.0,小槐花,平、苦、辛,missing
3.0,黑络丸菌,平、淡,missing
3.0,石榴花,平、涩、酸,missing
3.0,黑芝,平、淡,missing
3.0,黑骨走马,平、苦,missing
3.0,喉痧药,平、苦,missing
3.0,腺毛金星蕨,寒、苦,missing
3.0,大脖子药,平、咸,missing
3.0,石蛇,平、咸,missing
3.0,石上铁角蕨,平、淡,missing
3.0,大驳骨丹,平、苦、辛,missing
3.0,夜香牛,凉、苦、甘,missing
3.0,东北羊角芹,平、苦、辛,missing
3.0,雪兔,missing,missing
3.0,苦连翘,平、苦,missing
3.0,石霜,平、苦、涩,肾
3.0,柯蒲木,平、苦、辛、毒,missing
3.0,双参,平、苦、甘,missing
3.0,假酸浆,平、苦、甘、毒,missing
3.0,豪猪毛刺,平、苦,胃、脾
3.0,双肾藤,平、苦、涩、毒,大肠、肾
3.0,双叶金枪,平、苦,missing
3.0,接骨木根,平、苦、甘,missing
3.0,蝴蝶藤,平、苦、甘,missing
3.0,小报春花,凉、甘、辛,missing
3.0,光果凤毛菊,温、辛,肝
3.0,接骨木叶,平、苦、辛,missing
3.0,大黑药,平、苦,missing
3.0,栲栗叶,平、苦、涩,missing
3.0,心叶党参,温、甘,missing
3.0,栲栗果壳,平、苦、涩,missing
3.0,蝴蝶树,平、苦、辛、酸,missing
3.0,榼藤,平、苦、涩、毒,肾
3.0,小果白刺,温、咸、甘,missing
3.0,皂柳,凉、涩、辛、酸,missing
3.0,小果千金榆,平、淡,missing
3.0,小果蔷薇,平、苦、涩,missing
3.0,石枫药,寒、平、苦,missing
3.0,小花琉璃草,missing,missing
3.0,石风车子叶,平、苦、甘,missing
3.0,转心莲,温、苦,missing
3.0,接骨树皮,平、苦、甘,missing
3.0,石芥菜,平、苦,missing
3.0,黑石耳,平、苦、淡,胃
3.0,榅桲,温、甘、酸,missing
3.0,纤枝山柑,涩、酸、毒,missing
3.0,假通草树皮,平、苦、辛,missing
3.0,纤花耳草,凉、苦、辛,missing
3.0,褐带环口螺,平、咸,missing
